cod_provincia;desc_provincia;ine_auto_name;holiday_date;holiday_type;holiday_desc
28;Madrid;Madrid, Comunidad de;2024-05-02;Autonómico;Fiesta de la Comunidad de Madrid
27;Lugo;Galicia;2024-05-17;Autonómico;Día de las Letras Gallegas
32;Ourense;Galicia;2024-05-17;Autonómico;Día de las Letras Gallegas
15;Coruña, A;Galicia;2024-05-17;Autonómico;Día de las Letras Gallegas
36;Pontevedra;Galicia;2024-05-17;Autonómico;Día de las Letras Gallegas
19;Guadalajara;Castilla-La Mancha;2024-05-30;Autonómico;Corpus Christi
13;Ciudad Real;Castilla-La Mancha;2024-05-30;Autonómico;Corpus Christi
02;Albacete;Castilla-La Mancha;2024-05-30;Autonómico;Corpus Christi
35;Palmas, Las;Canarias;2024-05-30;Autonómico;Día de Canarias
16;Cuenca;Castilla-La Mancha;2024-05-30;Autonómico;Corpus Christi
45;Toledo;Castilla-La Mancha;2024-05-30;Autonómico;Corpus Christi
13;Ciudad Real;Castilla-La Mancha;2024-05-31;Autonómico;Día de Castilla-La Mancha
16;Cuenca;Castilla-La Mancha;2024-05-31;Autonómico;Día de Castilla-La Mancha
45;Toledo;Castilla-La Mancha;2024-05-31;Autonómico;Día de Castilla-La Mancha
02;Albacete;Castilla-La Mancha;2024-05-31;Autonómico;Día de Castilla-La Mancha
19;Guadalajara;Castilla-La Mancha;2024-05-31;Autonómico;Día de Castilla-La Mancha
26;Rioja, La;Rioja, La;2024-06-10;Autonómico;Lunes siguiente al Día de La Rioja
52;Melilla;Melilla, Ciudad Autónoma de;2024-06-17;Autonómico;Fiesta del Sacrificio-Aid Al Adha
51;Ceuta;Ceuta, Ciudad Autónoma de;2024-06-17;Autonómico;Fiesta del Sacrificio - Eidul Adha
17;Girona;Cataluña;2024-06-24;Autonómico;San Juan
43;Tarragona;Cataluña;2024-06-24;Autonómico;San Juan
08;Barcelona;Cataluña;2024-06-24;Autonómico;San Juan
25;Lleida;Cataluña;2024-06-24;Autonómico;San Juan
48;Bizkaia;País Vasco;2024-07-25;Autonómico;Santiago Apóstol
28;Madrid;Madrid, Comunidad de;2024-07-25;Autonómico;Santiago Apóstol
20;Gipuzkoa;País Vasco;2024-07-25;Autonómico;Santiago Apóstol
27;Lugo;Galicia;2024-07-25;Autonómico;Santiago Apóstol Día Nacional de Galicia
31;Navarra;Navarra, Comunidad Foral de;2024-07-25;Autonómico;Santiago Apóstol
01;Araba/Álava;País Vasco;2024-07-25;Autonómico;Santiago Apóstol
36;Pontevedra;Galicia;2024-07-25;Autonómico;Santiago Apóstol Día Nacional de Galicia
32;Ourense;Galicia;2024-07-25;Autonómico;Santiago Apóstol Día Nacional de Galicia
39;Cantabria;Cantabria;2024-07-25;Autonómico;Santiago Apostol
15;Coruña, A;Galicia;2024-07-25;Autonómico;Santiago Apóstol Día Nacional de Galicia
51;Ceuta;Ceuta, Ciudad Autónoma de;2024-08-05;Autonómico;Nuestra Señora de África
05;Ávila;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
25;Lleida;Cataluña;2024-08-15;Nacional;Asunción de la Virgen
17;Girona;Cataluña;2024-08-15;Nacional;Asunción de la Virgen
41;Sevilla;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
02;Albacete;Castilla-La Mancha;2024-08-15;Nacional;Asunción de la Virgen
21;Huelva;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
09;Burgos;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
46;Valencia/Valéncia;Comunidad Valenciana;2024-08-15;Nacional;Asunción de la Virgen
49;Zamora;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
28;Madrid;Madrid, Comunidad de;2024-08-15;Nacional;Asunción de la Virgen
15;Coruña, A;Galicia;2024-08-15;Nacional;Asunción de la Virgen
31;Navarra;Navarra, Comunidad Foral de;2024-08-15;Nacional;Asunción de la Virgen
34;Palencia;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
44;Teruel;Aragón;2024-08-15;Nacional;Asunción de la Virgen
06;Badajoz;Extremadura;2024-08-15;Nacional;Asunción de la Virgen
26;Rioja, La;Rioja, La;2024-08-15;Nacional;Asunción de la Virgen
43;Tarragona;Cataluña;2024-08-15;Nacional;Asunción de la Virgen
14;Córdoba;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
50;Zaragoza;Aragón;2024-08-15;Nacional;Asunción de la Virgen
51;Ceuta;Ceuta, Ciudad Autónoma de;2024-08-15;Nacional;Asunción de la Virgen
11;Cádiz;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
39;Cantabria;Cantabria;2024-08-15;Nacional;Asunción de la Virgen
52;Melilla;Melilla, Ciudad Autónoma de;2024-08-15;Nacional;Asunción de la Virgen
18;Granada;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
33;Asturias;Asturias, Principado de;2024-08-15;Nacional;Asunción de la Virgen
24;León;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
12;Castellón/Castelló;Comunidad Valenciana;2024-08-15;Nacional;Asunción de la Virgen
04;Almería;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
20;Gipuzkoa;País Vasco;2024-08-15;Nacional;Asunción de la Virgen
37;Salamanca;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
32;Ourense;Galicia;2024-08-15;Nacional;Asunción de la Virgen
35;Palmas, Las;Canarias;2024-08-15;Nacional;Asunción de la Virgen
07;Balears, Illes;Balears, Illes;2024-08-15;Nacional;Asunción de la Virgen
13;Ciudad Real;Castilla-La Mancha;2024-08-15;Nacional;Asunción de la Virgen
48;Bizkaia;País Vasco;2024-08-15;Nacional;Asunción de la Virgen
40;Segovia;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
08;Barcelona;Cataluña;2024-08-15;Nacional;Asunción de la Virgen
16;Cuenca;Castilla-La Mancha;2024-08-15;Nacional;Asunción de la Virgen
03;Alicante;Comunidad Valenciana;2024-08-15;Nacional;Asunción de la Virgen
19;Guadalajara;Castilla-La Mancha;2024-08-15;Nacional;Asunción de la Virgen
38;Santa Cruz de Tenerife;Canarias;2024-08-15;Nacional;Asunción de la Virgen
27;Lugo;Galicia;2024-08-15;Nacional;Asunción de la Virgen
23;Jaén;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
47;Valladolid;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
29;Málaga;Andalucía;2024-08-15;Nacional;Asunción de la Virgen
45;Toledo;Castilla-La Mancha;2024-08-15;Nacional;Asunción de la Virgen
36;Pontevedra;Galicia;2024-08-15;Nacional;Asunción de la Virgen
01;Araba/Álava;País Vasco;2024-08-15;Nacional;Asunción de la Virgen
30;Murcia;Murcia, Región de;2024-08-15;Nacional;Asunción de la Virgen
42;Soria;Castilla Y León;2024-08-15;Nacional;Asunción de la Virgen
10;Cáceres;Extremadura;2024-08-15;Nacional;Asunción de la Virgen
22;Huesca;Aragón;2024-08-15;Nacional;Asunción de la Virgen
33;Asturias;Asturias, Principado de;2024-09-09;Autonómico;Lunes siguiente al Día de Asturias
25;Lleida;Cataluña;2024-09-11;Autonómico;Fiesta Nacional de Cataluña
17;Girona;Cataluña;2024-09-11;Autonómico;Fiesta Nacional de Cataluña
08;Barcelona;Cataluña;2024-09-11;Autonómico;Fiesta Nacional de Cataluña
43;Tarragona;Cataluña;2024-09-11;Autonómico;Fiesta Nacional de Cataluña
